Voter,Type,Gender,Party
v1925,domestic,M,Republican
v1926,domestic,F,Republican
v1927,domestic,M,Democratic
v1928,domestic,F,Republican
v1929,domestic,M,Democratic,military
v1930,domestic,F,Republican
v1931,domestic,F,Democratic
v1932,domestic,F,Republican
v1933,domestic,M,Democratic
v1934,domestic,M,Republican,military
v1935,UOCAVA,F,Democratic
v1936,domestic,F,Republican
v1937,domestic,M,Democratic
v1938,domestic,F,Democratic
v1939,domestic,F,Republican,military
v1940,domestic,F,Democratic
v1941,domestic,M,Republican
v1942,domestic,F,Democratic
v1943,domestic,M,Democratic
v1944,domestic,F,Democratic,military
v1945,domestic,M,Green
v1946,domestic,M,Democratic
v1947,domestic,F,Democratic
v1948,domestic,M,Democratic
v1949,domestic,F,Democratic,military
v1950,domestic,F,Green
v1951,domestic,F,Democratic
v1952,domestic,F,Democratic
v1953,domestic,F,Democratic
v1954,domestic,F,Republican,military
v1955,domestic,F,Democratic
v1956,domestic,F,Democratic
v1957,domestic,M,Democratic
v1958,domestic,M,Democratic
v1959,UOCAVA,M,Democratic,military
v1960,domestic,M,Republican
v1961,domestic,F,Green
v1962,domestic,F,Democratic
v1963,domestic,F,Republican
v1964,domestic,F,Republican,military
v1965,domestic,F,Republican
v1966,domestic,F,Democratic
v1967,domestic,M,Democratic
v1968,domestic,M,Republican
v1969,domestic,M,Democratic,military
v1970,domestic,F,Republican
v1971,domestic,M,Democratic
v1972,domestic,M,Green
v1973,UOCAVA,M,Republican
v1974,domestic,F,Republican,military
v1975,domestic,F,Democratic
v1976,domestic,F,Republican
v1977,domestic,F,Democratic
v1978,domestic,F,Democratic
v1979,domestic,M,Democratic,military
v1980,domestic,F,Democratic
v1981,domestic,F,Republican
v1982,domestic,M,Republican
v1983,domestic,F,Republican
v1984,domestic,F,Democratic,military
v1985,domestic,F,Republican
v1986,domestic,F,Republican
v1987,domestic,M,Green
v1988,domestic,F,Democratic
v1989,domestic,M,Democratic,military
v1990,UOCAVA,M,Democratic
v1991,domestic,F,Republican
v1992,domestic,F,Republican
v1993,domestic,F,Republican
v1994,domestic,F,Republican,military
v1995,domestic,M,Republican
v1996,UOCAVA,F,Democratic
v1997,domestic,F,Republican
v1998,domestic,F,Republican
v1999,domestic,F,Republican,military
v2000,domestic,F,Republican
