Voter,Type,Gender,Party
v1973,domestic,M,Democratic
v1974,UOCAVA,M,Republican
v1975,domestic,M,Democratic
v1976,domestic,M,Democratic
v1977,domestic,M,Republican
v1978,domestic,F,Republican
v1979,domestic,F,Democratic
v1980,domestic,M,Democratic
v1981,domestic,M,Democratic
v1982,domestic,F,Republican
v1983,domestic,M,Democratic
v1984,domestic,M,Republican
v1985,domestic,F,Democratic
v1986,domestic,M,Republican
v1987,domestic,F,Democratic
v1988,domestic,F,Democratic
v1989,UOCAVA,M,Republican
v1990,UOCAVA,M,Democratic
v1991,domestic,F,Republican
v1992,domestic,M,Republican
v1993,domestic,M,Republican
v1994,domestic,F,Democratic
v1995,domestic,M,Republican
v1996,domestic,F,Democratic
v1997,UOCAVA,F,Green
v1998,domestic,F,Democratic
v1999,domestic,M,Democratic
v2000,domestic,M,Democratic
